index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales predictions
402857,329,6,3/29/2015,0,0,0,0,0,0
354382,1034,5,11/8/2014,290,1,0,0,0,2677.38
12107,734,5,1/10/2015,289,1,0,0,0,3049.69
469435,892,3,10/10/2013,861,1,1,0,0,8334.3
500089,96,3,4/4/2013,532,1,0,0,1,4324.17
290988,578,1,6/23/2015,762,1,0,0,0,7043.41
178794,593,2,4/9/2014,1035,1,0,0,0,7427
624708,958,1,5/6/2014,595,1,1,0,0,5400.47
677489,944,4,9/5/2014,1135,1,1,0,1,7669.57
298677,524,4,11/15/2013,913,1,0,0,0,8496.07
703190,311,0,12/23/2013,1049,1,0,0,1,10447.5
130811,501,2,2/18/2015,615,1,1,0,1,6079.74
110239,1039,2,7/31/2013,1233,1,1,0,1,10445.81
624648,511,0,7/14/2014,863,1,1,0,0,6894.15
217090,58,3,7/30/2015,594,1,1,0,0,6719.210952380952
110364,963,4,7/24/2015,717,1,0,0,1,5658.75
678970,860,3,1/23/2014,638,1,1,0,0,4882.894642857143
418148,114,0,6/8/2015,515,1,0,0,0,4380.42
445220,20,2,2/13/2013,753,1,0,0,1,6811.29
126944,33,3,6/20/2013,743,1,1,0,0,7525.46
349411,255,1,2/19/2013,621,1,1,0,0,6651.06
630781,458,6,9/21/2014,0,0,0,0,0,0
463948,963,5,8/24/2013,354,1,0,0,0,3204.39
452373,167,6,6/7/2015,0,0,0,0,0,0
324245,849,5,4/18/2015,861,1,0,0,0,7638.03
222694,208,6,6/29/2014,0,0,0,0,0,0
48646,85,5,11/9/2013,687,1,0,0,0,6455.63
626354,341,6,8/3/2014,0,0,0,0,0,0
651600,841,4,3/13/2015,425,1,0,0,0,2823.29
85679,234,2,11/27/2013,787,1,0,0,0,7178.2
183869,333,6,10/12/2014,0,0,0,0,0,0
283159,78,6,4/14/2013,0,0,0,0,0,0
634703,764,6,1/12/2014,0,0,0,0,0,0
706142,5,6,9/8/2013,0,0,0,0,0,0
522728,547,5,4/4/2015,688,1,0,0,0,5765.08
663580,705,5,5/3/2014,686,1,0,0,0,6562.64
46119,244,4,12/27/2013,534,1,0,0,1,5455.91
250823,513,2,12/10/2014,1681,1,0,0,0,14226.52
613782,894,5,3/22/2014,753,1,0,0,0,5775.05
200809,974,1,2/5/2013,1806,1,1,0,0,14232.63
269386,814,6,6/15/2014,0,0,0,0,0,0
288820,989,4,3/20/2015,637,1,1,0,0,5765.086666666666
365858,135,6,9/22/2013,0,0,0,0,0,0
616253,425,0,4/13/2015,590,1,1,0,0,5504.28
260287,875,5,8/10/2013,352,1,0,0,0,3362.65
168584,914,6,6/8/2014,0,0,0,0,0,0
667415,1017,3,10/3/2013,0,0,0,1,0,0
666578,880,0,5/25/2015,0,0,0,1,0,0
443663,813,0,3/17/2014,845,1,1,0,0,8672.761333333334
103282,374,0,5/5/2014,1097,1,1,0,0,10825.38
659814,883,2,7/22/2015,417,1,0,0,1,3662.88
204523,348,3,8/22/2013,665,1,0,0,1,6800.43
105679,529,4,4/26/2013,777,1,1,0,0,8318.99
571093,758,5,8/31/2013,415,1,0,0,0,3568.5
41097,698,5,8/17/2013,1706,1,0,0,0,12820.59
139328,1115,1,11/5/2013,411,1,1,0,0,6536.36
338773,216,1,8/20/2013,676,1,0,0,1,4924.81
196518,753,6,7/27/2014,0,0,0,0,0,0
283593,736,0,4/14/2014,641,1,1,0,1,7866.02
260425,229,4,6/26/2015,653,1,0,0,0,6854.55
8772,1078,5,4/25/2015,438,1,0,0,0,5474.5
165827,715,3,6/19/2014,688,1,1,0,0,6597.09
711567,748,1,8/12/2014,344,1,0,0,1,3635.07
25887,202,6,12/8/2013,0,0,0,0,0,0
46929,626,4,2/6/2015,922,1,1,0,0,9593.51
252401,364,1,6/10/2014,660,1,0,0,0,5052.5
544688,791,5,2/14/2015,831,1,0,0,0,7947.22
630754,8,5,9/7/2013,307,1,0,0,0,2963.89
355922,33,0,10/20/2014,932,1,1,0,0,10362.48
553915,54,0,11/25/2013,560,1,0,0,0,5033.74
491425,59,1,6/3/2014,691,1,1,0,0,7379.24
42394,681,0,12/29/2014,431,1,0,0,1,3167.95
178531,267,4,12/13/2013,1510,1,0,0,0,12017.6
63227,39,0,1/7/2013,1046,1,1,0,0,10923.49
513313,557,1,7/30/2013,721,1,1,0,1,5649.82
522520,1058,3,8/29/2013,678,1,1,0,1,6957.31
492008,99,0,2/9/2015,431,1,0,0,0,4446.1033333333335
26376,641,3,2/13/2014,560,1,0,0,0,4992.8
141308,537,4,2/13/2015,646,1,0,0,0,5843.065
695853,198,4,5/2/2014,493,1,1,0,1,5309.8025
699596,994,5,6/20/2015,257,1,0,0,0,2487.6
11724,1034,4,2/14/2014,796,1,0,0,0,6244.65
475449,1068,3,10/9/2014,293,1,1,0,0,4326.2
77094,264,2,8/7/2013,837,1,0,0,0,6469.95
596587,427,1,5/28/2013,829,1,1,0,1,9603.54
424708,663,0,2/3/2014,803,1,1,0,0,8042.12
133400,452,1,6/9/2015,438,1,0,0,0,4193.33
372317,78,3,1/15/2015,502,1,1,0,0,3907.85
469875,487,4,11/21/2014,640,1,0,0,0,5996.44
489986,960,2,5/20/2015,614,1,1,0,0,7566.136666666666
76537,209,3,11/14/2013,582,1,0,0,0,5753.11
228691,506,4,6/28/2013,794,1,0,0,0,6233.36
500104,789,3,5/7/2015,522,1,1,0,0,3933.3
351509,257,1,4/2/2013,916,1,0,0,1,6648.14
403418,367,0,10/27/2014,520,1,0,0,0,4449.39
141754,264,1,7/29/2014,813,1,1,0,1,8113.59
708723,464,2,4/29/2015,1234,1,1,0,0,10568.52
606514,459,4,6/6/2014,1228,1,1,0,0,9934.7825
573456,841,2,12/10/2014,411,1,0,0,0,2710.6
412036,675,3,11/21/2013,675,1,1,0,0,7380.81
454167,150,1,5/5/2015,824,1,1,0,0,8903.14
536326,808,4,6/26/2015,585,1,0,0,0,6346.98
195050,4,1,3/11/2014,1092,1,0,0,0,7346.15
401658,104,6,3/8/2015,0,0,0,0,0,0
666654,241,0,7/8/2013,620,1,0,0,0,5373.72
549369,17,4,3/15/2013,823,1,0,0,0,6474.58
525044,844,0,12/15/2014,582,1,1,0,0,6953.96
92889,1112,4,4/11/2014,700,1,0,0,0,7269.66
417990,639,1,6/24/2014,418,1,0,0,0,3804.12
560400,968,0,12/2/2013,1339,1,1,0,0,14860.39
332572,329,5,11/9/2013,429,1,0,0,0,4051.65
380004,365,1,1/21/2014,571,1,1,0,0,6201.54
380320,682,1,10/7/2014,2045,1,1,0,0,14760.22
485277,1084,4,5/8/2015,810,1,1,0,0,6730.23
214984,1107,3,7/23/2015,590,1,0,0,0,4945.35
347030,601,2,1/1/2014,0,0,0,1,1,0
554331,450,4,8/2/2013,1138,1,1,0,1,9698.91
180182,808,2,8/20/2014,589,1,1,0,1,7075.34
91585,226,4,5/31/2013,1038,1,1,0,0,9519.05
337287,224,5,6/1/2013,432,1,0,0,0,5060.25
5922,364,1,12/10/2013,592,1,0,0,0,5619.86
668590,483,0,5/27/2013,787,1,1,0,0,7584.45
162038,536,5,11/1/2014,0,0,0,1,0,0
570046,346,4,12/5/2014,857,1,1,0,0,10354.27
125515,1010,2,6/10/2015,618,1,0,0,0,6214.43
631827,927,4,1/24/2014,774,1,1,0,0,6686.41
488238,476,2,4/10/2013,670,1,1,0,0,6101.46
595013,309,0,4/6/2015,0,0,0,1,1,0
669612,190,4,3/21/2014,684,1,1,0,0,7363.41
522340,1065,5,4/25/2015,320,1,0,0,0,2601.76
145188,429,6,5/18/2014,0,0,0,0,0,0
29075,893,6,3/9/2014,0,0,0,0,0,0
620257,113,5,6/8/2013,789,1,0,0,0,7882.39
423909,184,5,6/21/2014,486,1,0,0,0,5433.895
5513,885,3,10/9/2014,862,1,1,0,1,7375.29
157741,331,5,1/18/2014,597,1,0,0,0,4659.57
403411,805,4,3/6/2015,557,1,1,0,0,6360.37
668630,379,3,6/26/2014,432,1,0,0,0,3176.43
679924,454,4,10/31/2014,0,0,0,1,1,0
127691,780,5,1/26/2013,263,1,0,0,0,2494.06
350679,712,4,5/24/2013,501,1,0,0,1,5127.07
176758,876,6,7/6/2014,0,0,0,0,0,0
468908,675,2,12/25/2013,0,0,0,1,1,0
491932,1112,1,3/17/2015,777,1,1,0,0,8682.11
528951,645,0,5/18/2015,1573,1,1,0,0,13781.96
708502,271,4,5/15/2015,788,1,0,0,1,6826.4
225772,664,2,4/3/2013,537,1,0,0,0,3932.82
646442,680,0,8/5/2013,823,1,0,0,0,6636.64
65737,534,3,3/21/2013,503,1,1,0,0,5931.53
495271,3,4,5/30/2014,965,1,0,0,0,7318.3
678378,877,0,12/30/2013,1155,1,0,0,1,12251.19
540127,674,3,9/11/2014,898,1,0,0,0,6296
655764,396,3,9/5/2013,1204,1,0,0,0,10309.87
668040,931,5,4/6/2013,251,1,0,0,0,2253.2
5574,578,2,9/3/2014,909,1,1,0,0,9366.73
540911,409,4,7/11/2014,467,1,0,0,0,4837.21
234996,206,5,5/18/2013,498,1,0,0,0,4384.56
144721,108,5,12/21/2013,1180,1,0,0,0,10972.39
454454,760,6,7/19/2015,0,0,0,0,0,0
42681,922,4,6/6/2014,750,1,1,0,0,7871.73
685198,1080,2,12/4/2013,920,1,1,0,0,10885.98
245786,845,6,1/13/2013,0,0,0,0,0,0
489190,1014,2,11/26/2014,1417,1,1,0,0,13099.65
452872,554,5,3/2/2013,345,1,0,0,0,3193.82
438242,971,4,9/12/2014,882,1,0,0,0,6798.27
173708,736,2,7/3/2013,550,1,1,0,0,5824.63
500897,1113,2,3/13/2013,617,1,0,0,0,5308.35
252009,345,5,1/17/2015,313,1,0,0,0,2700.39
489277,358,0,1/27/2014,974,1,0,0,0,7701.845
217799,27,5,8/31/2013,909,1,0,0,0,7734.42
570087,210,2,2/27/2013,266,1,0,0,0,2367.54
277343,1087,5,9/21/2013,530,1,0,0,0,5059.5
246393,344,0,5/11/2015,1258,1,0,0,1,8213.3
333826,116,0,2/24/2014,764,1,0,0,0,6771.74
273126,385,3,5/9/2013,0,0,0,1,0,0
633257,139,1,7/7/2015,402,1,0,0,0,4646.19
536436,837,2,3/20/2013,274,1,1,0,0,3311.7866666666664
392807,151,5,3/22/2014,642,1,0,0,0,6420.242666666667
9658,325,4,6/5/2015,727,1,1,0,0,7224.903333333334
672437,1096,6,2/10/2013,0,0,0,0,0,0
495729,255,4,7/4/2014,595,1,1,0,0,5923.78
463735,916,5,7/27/2013,581,1,0,0,0,5345.58
639793,784,3,1/23/2014,797,1,1,0,0,7436.96
480953,632,4,2/15/2013,807,1,0,0,0,6582.77
410159,391,0,2/18/2013,950,1,1,0,0,10139.17
615202,398,1,2/17/2015,615,1,1,0,0,6220.44
293906,929,0,5/5/2014,904,1,1,0,0,8068.45
392923,294,0,2/10/2014,946,1,0,0,0,6569.42
196232,319,0,7/7/2014,783,1,0,0,0,6921.23
596255,75,5,3/7/2015,621,1,0,0,0,5748.62
549235,178,4,6/14/2013,943,1,0,0,0,8669.46
230156,779,3,3/7/2013,807,1,1,0,0,7882.75
597117,737,1,11/25/2014,1077,1,1,0,0,7978.23
685371,305,4,2/21/2014,502,1,1,0,0,4920.87
646858,454,5,1/11/2014,257,1,0,0,0,2396.23
251679,218,4,11/8/2013,693,1,1,0,0,5359.36
67256,820,2,6/5/2013,1138,1,1,0,0,12485.79
241647,898,0,7/1/2013,1057,1,1,0,0,11374.29
84242,125,3,7/3/2014,1877,1,1,0,0,14809.59
264455,829,3,10/10/2013,808,1,1,0,0,7149.48
700950,451,5,6/6/2015,482,1,0,0,0,5531.065333333335
466720,78,1,1/27/2015,519,1,1,0,0,4827.11
220602,301,6,3/8/2015,0,0,0,0,0,0
437208,781,1,2/12/2013,670,1,0,0,0,4558.89
88172,255,2,7/1/2015,698,1,1,0,1,7349.28
441975,450,6,11/9/2014,0,0,0,0,0,0
66246,132,2,1/28/2015,603,1,1,0,0,6217.03
400714,704,1,4/1/2014,1343,1,1,0,0,12786.38
629670,956,3,11/28/2013,512,1,0,0,0,3792.75
354403,1105,0,10/13/2014,425,1,0,0,1,3438.3
229713,395,4,5/8/2015,583,1,1,0,0,4531.86
392982,224,1,2/12/2013,342,1,0,0,0,4197.41
16858,291,5,3/28/2015,456,1,0,0,0,4181.16
201905,86,2,6/5/2013,673,1,1,0,0,5962.478619047619
53626,963,3,5/23/2013,1106,1,0,0,0,10297.9
475129,246,1,2/4/2014,1058,1,1,0,0,8601.24
504712,846,3,9/26/2013,786,1,1,0,0,8131.16
600087,476,2,9/24/2014,560,1,0,0,0,4425.84
230229,773,0,6/15/2015,921,1,1,0,0,7510.2
675976,1108,1,12/17/2013,1101,1,1,0,0,11328.19
137686,147,0,6/30/2014,1199,1,1,0,0,12324.29
582562,929,0,8/5/2013,1015,1,0,0,0,5683.27
323476,619,4,5/9/2014,483,1,1,0,0,5075.95
136418,719,6,7/19/2015,0,0,0,0,0,0
111652,131,4,11/22/2013,614,1,1,0,0,5908.71
678755,502,5,5/30/2015,1380,1,0,0,0,9951.87
67477,1006,0,7/8/2013,766,1,0,0,0,5199.36
564828,120,1,8/20/2013,558,1,0,0,0,5211.1
570369,240,6,9/7/2014,0,0,0,0,0,0
123695,874,1,12/9/2014,477,1,0,0,0,4485.34
230390,190,0,9/30/2013,695,1,0,0,0,6869.33
394879,790,6,3/29/2015,0,0,0,0,0,0
359641,1059,3,6/19/2014,1106,1,1,0,0,8694.67
413992,509,5,6/15/2013,367,1,0,0,0,4055.6661904761904
281975,1057,2,9/17/2014,592,1,1,0,0,5972.88
197809,990,2,1/28/2015,528,1,1,0,0,6150.34
383747,130,0,8/4/2014,677,1,1,0,1,6770.13
337889,571,5,2/28/2015,782,1,0,0,0,10331.48
654060,675,1,2/19/2013,521,1,1,0,0,5842.79
604564,424,5,5/16/2015,811,1,0,0,0,7306.22
174211,722,5,1/10/2015,1081,1,0,0,0,10892.99
197231,891,3,7/24/2014,936,1,0,0,1,6591.76
514692,244,2,9/3/2014,566,1,1,0,0,5776.81
15349,338,6,8/17/2014,0,0,0,0,1,0
206461,532,0,11/25/2013,1311,1,0,0,0,11216.44
10577,762,0,8/26/2013,431,1,1,0,1,4805.14
497421,523,1,8/5/2014,1627,1,1,0,1,13902.12
415599,947,4,6/20/2014,1197,1,1,0,1,9665.09
51571,584,1,8/12/2014,325,1,0,0,1,3191.63
609730,456,3,12/18/2014,1239,1,1,0,0,10469.85
296632,905,0,4/8/2013,1936,1,1,0,0,15437.48
423520,186,5,2/7/2015,399,1,0,0,0,3943.45
290548,798,3,6/4/2015,984,1,1,1,0,8555.36
419665,276,2,3/11/2015,431,1,0,0,0,3407.82
420538,856,2,1/2/2013,1001,1,0,0,1,7236.26
217544,538,1,1/20/2015,542,1,0,0,0,3612.19
132638,904,6,2/22/2015,0,0,0,0,0,0
161231,1093,4,8/16/2013,921,1,1,0,1,8938.325904761905
60960,211,6,2/17/2013,0,0,0,0,0,0
669836,1073,0,1/26/2015,868,1,1,0,0,8583.07
468622,1092,6,3/1/2015,0,0,0,0,0,0
305160,641,3,7/25/2013,439,1,0,0,1,4139.07
2335,835,2,2/5/2014,693,1,1,0,0,5612.38
3194,87,6,12/29/2013,0,0,0,0,0,0
412316,979,4,7/4/2014,642,1,1,0,0,6465.65
98287,295,0,5/4/2015,786,1,1,0,0,8502.01
695502,1103,1,6/3/2014,459,1,1,0,0,6355.92
630407,155,3,8/29/2013,571,1,1,0,1,6496.2
571087,744,2,5/6/2015,820,1,1,0,0,7782.07
432742,93,3,7/17/2014,634,1,1,0,1,6728.12
71057,753,2,4/24/2013,756,1,1,0,0,8485.59
256949,904,6,9/8/2013,0,0,0,0,0,0
497297,980,0,11/18/2013,801,1,1,0,0,9769.94
362059,1081,1,5/5/2015,786,1,1,0,0,8331.42
114603,581,1,6/9/2015,521,1,0,0,0,4058.38
537324,23,6,1/27/2013,0,0,0,0,0,0
302542,1095,4,10/11/2013,676,1,1,0,0,4844.3
477958,844,2,6/3/2015,664,1,1,0,0,6160.72
372155,343,0,5/12/2014,572,1,0,0,0,4943.45
497614,714,1,12/3/2013,364,1,1,0,0,5289.82
115863,397,0,7/1/2013,1027,1,1,0,0,10487.82
536522,967,1,8/19/2014,1075,1,1,0,1,10819.73
60343,188,4,1/4/2013,370,1,0,0,1,3806.57
150664,302,0,6/8/2015,276,1,0,0,0,3014.345
7299,281,5,8/3/2013,683,1,0,0,0,6322.5725
114384,684,5,8/31/2013,731,1,0,0,0,7141.33
693342,690,0,3/30/2015,1007,1,1,0,1,9401.58
547500,357,3,4/25/2013,946,1,1,0,0,9513.08
24623,1071,2,5/7/2014,748,1,1,0,0,6638.62
664784,961,4,10/3/2014,0,0,1,1,0,0
337487,155,3,6/4/2015,0,0,1,1,1,0
670167,730,4,5/31/2013,1429,1,1,0,0,12498.87
224544,172,1,2/3/2015,881,1,1,0,0,8094.48
108066,310,1,9/24/2013,780,1,1,0,0,8974.21
694229,913,5,4/12/2014,1103,1,0,0,0,8449.58
234270,544,2,1/9/2013,2176,1,1,0,0,17830.12
172277,1000,1,3/5/2013,893,1,1,0,0,10036.38
562833,16,0,4/27/2015,1070,1,1,0,0,10466.87
467388,1026,0,2/18/2013,1630,1,1,0,0,15174.32
481994,568,6,4/20/2014,0,0,0,0,1,0
74511,897,1,3/24/2015,281,1,0,0,0,2514.976666666667
180279,515,4,9/5/2014,887,1,1,0,0,8638.39
563513,600,0,9/15/2014,726,1,1,0,0,8538.1
673266,413,4,4/11/2014,936,1,0,0,0,7644.25
361359,233,4,4/17/2015,1064,1,1,0,0,10139.39
570560,594,1,7/14/2015,489,1,1,0,0,5252.6
429539,239,1,12/16/2014,603,1,1,0,0,8347.59
549400,390,5,6/13/2015,886,1,0,0,0,8289.72
150021,100,2,8/14/2013,853,1,1,0,1,9311.83
696001,360,4,10/11/2013,886,1,1,0,1,7711.23
441003,1084,3,12/12/2013,827,1,0,0,0,7621.61
704418,525,3,12/5/2013,1058,1,1,0,0,11311.78
230374,1042,1,9/2/2014,586,1,1,0,0,5588.18
538264,734,4,5/31/2013,850,1,1,0,0,8246.9
287032,686,4,4/10/2015,695,1,0,0,1,5358.13
347925,474,4,10/25/2013,810,1,1,0,1,7275.340000000001
565729,1089,3,4/30/2015,1343,1,1,0,0,14550.19
622490,448,5,6/15/2013,490,1,0,0,0,5359.89
87673,349,5,1/31/2015,807,1,0,0,0,8460.66
678101,943,6,7/20/2014,0,0,0,0,0,0
523800,358,5,3/2/2013,1247,1,0,0,0,11206.35
148824,820,4,10/11/2013,1186,1,1,0,0,12385.67
214350,560,4,8/15/2014,1511,1,0,0,1,11822.24
24194,1062,4,7/12/2013,514,1,0,0,1,5094.433333333333
622560,849,0,9/9/2013,1038,1,1,0,0,10297.62
412622,1095,4,12/6/2013,887,1,1,0,0,8497.49
393964,694,2,7/24/2013,621,1,0,0,0,5665.69
499205,205,2,10/22/2014,823,1,1,0,1,6985.79
197329,573,6,2/17/2013,0,0,0,0,0,0
343824,804,4,1/18/2013,416,1,0,0,0,4284.21
609826,856,2,1/9/2013,952,1,1,0,0,7339.77
339822,252,2,1/30/2013,709,1,0,0,0,8372.6
74602,457,2,5/21/2014,410,1,1,0,0,4711.84
449064,665,5,3/14/2015,753,1,0,0,0,6082.54
102407,422,2,3/6/2013,494,1,1,0,0,5133.51
259790,57,0,2/25/2013,844,1,0,0,0,7186.27
18737,125,1,7/30/2013,1818,1,1,0,1,14583.36
136994,947,3,9/4/2014,997,1,1,0,1,8192.03
225299,279,6,9/22/2013,0,0,0,0,0,0
230115,156,2,2/4/2015,702,1,1,0,1,7715.02
395685,869,6,6/1/2014,0,0,0,0,0,0
587529,234,2,12/4/2013,1147,1,1,0,0,12414.14
184611,123,0,3/17/2014,1314,1,1,0,0,12296.86
31771,640,4,3/7/2014,950,1,1,0,0,12339.25
640775,110,0,1/14/2013,581,1,0,0,0,4677.348333333333
507006,733,0,10/6/2014,3555,1,1,0,1,16622.18
134574,808,1,5/12/2015,606,1,0,0,0,6634.9423333333325
221934,914,0,9/9/2013,1406,1,1,0,0,12323.01
297296,393,2,1/2/2013,474,1,0,0,1,4372.12
382099,902,6,1/5/2014,0,0,0,0,0,0
552080,441,3,2/27/2014,533,1,0,0,0,4298.3
140685,391,6,9/1/2013,0,0,0,0,0,0
419236,798,4,1/11/2013,984,1,1,0,0,8546.9
672815,798,5,8/10/2013,343,1,0,0,0,3174.3
136295,637,1,3/31/2015,648,1,1,0,1,7570.34
625267,621,1,10/14/2014,745,1,0,0,1,5424.311428571428
703298,44,0,2/2/2015,835,1,1,0,1,9084.08
595487,1008,0,1/7/2013,888,1,1,0,0,8201.44
515101,868,1,11/5/2013,614,1,1,0,0,8308.02
702585,695,0,5/12/2014,432,1,0,0,0,4104.47
598063,107,3,6/27/2013,796,1,0,0,1,6102.9
619523,916,6,5/18/2014,0,0,0,0,0,0
306390,554,5,3/29/2014,440,1,0,0,0,3929.43
435450,319,6,4/7/2013,0,0,0,0,0,0
150532,448,4,7/10/2015,661,1,0,0,1,6125.02
403221,886,3,10/10/2013,650,1,1,0,0,6889.04
703213,86,6,7/26/2015,0,0,0,0,0,0
243491,955,0,1/7/2013,500,1,1,0,0,5700.45
522874,480,3,8/22/2013,553,1,0,0,0,4123.22
455877,522,6,9/1/2013,0,0,0,0,0,0
652038,498,0,2/10/2014,888,1,0,0,0,6690.17
559612,989,5,7/20/2013,401,1,0,0,0,3667.635
502957,170,3,1/23/2014,459,1,1,0,0,4777.86
207079,864,6,8/10/2014,0,0,0,0,0,0
701479,506,2,3/5/2014,1082,1,1,0,0,10565.96
378895,512,6,2/8/2015,1385,1,0,0,0,7724.49
39102,901,3,1/2/2014,707,1,0,0,1,7283.44
189980,624,5,12/13/2014,510,1,0,0,0,5053.46
55627,136,0,4/13/2015,539,1,1,0,0,7391
440244,854,5,11/16/2013,914,1,0,0,0,7618.176666666666
393373,806,0,1/6/2014,0,0,1,1,0,0
168711,1085,1,3/12/2013,704,1,0,0,0,5998.41
426376,1068,3,4/30/2015,434,1,1,0,0,4912.83
550128,770,3,3/19/2015,819,1,1,0,0,7484.91
428101,884,4,10/25/2013,733,1,1,0,0,6904.79
111192,95,4,9/27/2013,1005,1,1,0,0,8855.56
682264,480,2,3/13/2013,619,1,0,0,0,4547.14
635668,448,2,4/23/2014,653,1,0,0,1,6087.04
443107,750,1,2/26/2013,283,1,0,0,0,3276.38
700963,444,3,8/15/2013,1350,1,1,0,1,12150.16
676824,653,4,9/13/2013,594,1,1,0,0,6664.36
626155,284,0,8/5/2013,376,1,0,0,1,3956.12
4710,439,3,1/9/2014,914,1,1,0,0,7388.37
338712,800,2,7/3/2013,567,1,1,0,0,6511.28
623230,799,3,11/20/2014,805,1,0,0,0,7993.01
351337,280,2,4/3/2013,446,1,0,0,1,5237.09
289360,617,4,2/8/2013,578,1,1,0,1,7169.51
67026,634,1,12/10/2013,717,1,0,0,0,7501.69
574873,746,5,10/26/2013,427,1,0,0,0,4144.16
380873,233,2,2/27/2013,972,1,0,0,0,8062.25
266763,1,3,4/2/2015,722,1,1,0,1,6876.47
547057,189,3,7/24/2014,801,1,0,0,0,7916.78
412019,465,0,10/20/2014,648,1,1,0,1,7442.02
385076,74,1,6/3/2014,1025,1,1,0,0,8635.51
356595,1072,0,5/11/2015,675,1,0,0,0,6132.64
438458,928,1,1/14/2014,503,1,0,0,0,5344.61
197609,59,0,10/21/2013,788,1,1,0,1,8629.89
15762,545,4,12/19/2014,1225,1,1,0,0,12230.83
39782,697,2,7/1/2015,948,1,1,0,1,9611.69
94951,135,2,5/20/2015,500,1,1,0,0,5673.9
580011,57,3,11/28/2013,948,1,0,0,0,8963.24
348407,695,0,1/28/2013,445,1,0,0,0,3933.62
565276,236,1,6/3/2014,1050,1,1,0,0,9272.03
410520,1049,4,8/30/2013,731,1,1,0,1,6579.75
246893,291,5,11/2/2013,560,1,0,0,0,5511.14
488464,569,2,5/7/2014,714,1,1,0,0,5066.42
467354,288,2,11/27/2013,333,1,0,0,0,3978.22
391296,9,6,6/22/2014,0,0,0,0,0,0
255552,183,4,6/21/2013,706,1,1,0,0,6221.73
128134,947,0,4/29/2013,1241,1,1,0,0,9830.12
509447,803,4,4/26/2013,556,1,1,0,0,6898.49
3170,748,3,5/29/2014,0,0,0,1,0,0
394679,534,2,4/2/2014,472,1,1,0,0,4773.38
682427,1067,2,11/6/2013,469,1,1,0,0,5512.24
222060,32,5,2/8/2014,289,1,0,0,0,2305.89
246137,370,6,10/13/2013,0,0,0,0,0,0
512513,985,0,8/5/2013,720,1,0,0,1,6985.91
244585,306,5,2/14/2015,331,1,0,0,0,3071.06
615326,542,4,5/22/2015,567,1,1,0,0,6554.97
426811,518,1,6/25/2013,408,1,0,0,0,4236.17
151417,346,2,5/29/2013,686,1,1,0,0,8244.03
271324,622,6,8/10/2014,0,0,0,0,0,0
573860,298,5,3/30/2013,1001,1,0,0,0,8913.07
81535,119,3,6/26/2014,576,1,0,0,0,5388.29
688138,43,6,12/1/2013,0,0,0,0,0,0
559815,445,3,3/13/2014,1242,1,0,0,0,7764.28
134732,507,5,11/30/2013,813,1,0,0,0,6700.45
322997,233,4,9/19/2014,1025,1,1,0,0,9645.22
42822,350,4,4/11/2014,500,1,0,0,0,6144.16
626188,256,5,1/25/2014,1428,1,0,0,0,10200.75
266689,852,5,9/28/2013,433,1,0,0,0,3963.86
43158,436,6,11/10/2013,0,0,0,0,0,0
82019,827,3,2/21/2013,1021,1,1,0,0,9218.03
616029,522,3,9/12/2013,727,1,1,0,0,8518.24
707644,1054,6,11/10/2013,0,0,0,0,0,0
39859,430,2,1/15/2014,555,1,0,0,0,5408.400833333332
602329,687,6,5/31/2015,0,0,0,0,0,0
631180,634,2,11/5/2014,704,1,1,0,0,7426.85
140558,750,2,8/21/2013,281,1,0,0,1,3194.39
170717,1074,6,9/7/2014,0,0,0,0,0,0
531717,171,1,3/17/2015,973,1,1,0,0,9293.45
227681,913,1,8/13/2013,1593,1,1,0,1,14786.46
174572,685,3,1/2/2014,504,1,0,0,1,4916.8
300906,236,3,6/26/2014,733,1,0,0,0,6059.6
155010,399,6,1/18/2015,0,0,0,0,0,0
648999,905,1,12/3/2013,2005,1,1,0,0,16637.18
690054,192,6,6/28/2015,0,0,0,0,0,0
27358,100,0,2/23/2015,622,1,0,0,0,6003.29
144608,319,0,6/17/2013,1033,1,1,0,0,10380.17
469181,491,6,10/5/2014,0,0,0,0,0,0
446737,290,2,3/12/2014,636,1,0,0,0,5842.19
308867,642,5,7/5/2014,437,1,0,0,0,3213.84
51258,240,5,1/3/2015,387,1,0,0,0,3702.8
359677,731,2,1/16/2013,829,1,0,0,0,7071.031999999999
129846,557,0,5/12/2014,534,1,0,0,0,3297.9175
1149,770,6,3/30/2014,0,0,0,0,0,0
633111,62,5,1/3/2015,374,1,0,0,0,3504.58
292366,940,0,12/15/2014,1229,1,1,0,0,13608.46
409043,736,2,6/11/2014,390,1,0,0,1,3467.9183333333335
256980,972,4,7/5/2013,533,1,1,0,0,4763.73
268334,501,5,11/30/2013,641,1,0,0,0,6625.82
2160,56,6,2/9/2014,0,0,0,0,0,0
5758,73,2,3/12/2014,496,1,0,0,0,4234.07
289577,1091,6,7/26/2015,0,0,0,0,0,0
477292,806,2,2/13/2013,423,1,0,0,1,4892.14
170671,963,1,12/2/2014,1579,1,1,0,0,15524.86
609259,521,4,1/3/2014,452,1,0,0,1,5106.94
151625,603,4,3/27/2015,884,1,0,0,0,7680.949666666666
651202,85,3,2/20/2014,876,1,1,0,0,6543.56
231073,262,0,1/21/2013,3142,1,1,0,0,20129.28
678209,68,1,5/21/2013,1148,1,0,0,0,7241.47
